Zone,State,City,Name,Type,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Image URL,Destination,Mode of Transportation,Total Budget,Number of People Traveling
Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,1.5,4.4,251.0,No,https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg,,,,
Eastern,Bihar,Patna,Budhha Smriti Park,Park,1.0,4.4,11.0,Yes,https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg,,,,
Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,3.0,4.4,1111.0,Yes,https://upload.wikimedia.org/wikipedia/commons/6/68/Culture_Gully_and_Nautanki_Mahal_auditorium%2C_Kingdom_of_Dreams%2C_Gurgaon.jpg,,,,
Northern,Rajasthan,Jaipur,City Palace,Palace,2.0,4.4,211.0,Yes,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_Mahal%2C_City_Palace%2C_Jaipur%2C_20191218_0951_9043.jpg,,,,
Western,Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,3.0,4.3,51.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Entrance_of_Sanjay_Gandhi_National_Park.JPG/284px-Entrance_of_Sanjay_Gandhi_National_Park.JPG,,,,
Western,Maharastra,Mumbai,Chowpatty Beach,Beach,2.0,4.3,1.0,Yes,https://media.tacdn.com/media/attractions-splice-spp-674x446/0b/18/a0/dc.jpg,,,,
Western,Maharastra,Mumbai,Essel World,Amusement Park,5.0,4.3,1149.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Thunder%2C_Esselworld.jpg/1200px-Thunder%2C_Esselworld.jpg,,,,
Western,Maharastra,Mumbai,Elephanta Caves,Monument,4.0,4.3,551.0,Yes,https://whc.unesco.org/uploads/thumbs/site_0244_0004-750-750-20100705114254.jpg,,,,
Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1.0,4.3,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Buddha_statue_11102016.jpg/270px-Buddha_statue_11102016.jpg,,,,
Eastern,West Bengal,Kolkata,Alipore Zoological Gardens,Zoo,2.0,4.3,25.0,Yes,https://www.getbengal.com/uploads/story_image/Alipore-Zoo-Born.jpg,,,,
Southern,Goa,Goa,Colva Beach,Beach,2.0,4.3,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/0/06/Colv%C3%A1_beach.jpg,,,,
Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,2.0,4.3,1.0,No,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/52/a2/sunset-at-tata-tea-gardens.jpg?w=900&h=500&s=1,,,,
Southern,Kerala,Thekkady,Periyar National Park,National Park,3.0,4.3,51.0,No,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Periyar_National_Park.JPG/800px-Periyar_National_Park.JPG,,,,
Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,2.0,4.3,151.0,No,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/07/0b/38/the-road-takes-you-deeper.jpg?w=1200&h=1200&s=1,,,,
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1.5,4.3,31.0,Yes,https://upload.wikimedia.org/wikipedia/commons/0/0b/Okhla_bird_sanctuary_Entrance.jpeg,,,,
Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,3.0,4.3,111.0,No,https://upload.wikimedia.org/wikipedia/commons/0/0b/Sunrise_in_Kishtwar_National_Park%2C_Jammu_and_Kashmir%2C_India.jpg,,,,
Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,1.0,4.3,1.0,No,https://upload.wikimedia.org/wikipedia/commons/5/55/Badaghagara_Kendujhar.jpg,,,,
Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,2.0,4.3,1.0,Yes,https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg,,,,
Eastern,Sikkim,Gangtok,Nathula Pass,Hill,2.0,4.3,21.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3c/94/7e/pass-of-listening-ears.jpg?w=900&h=500&s=1,,,,
Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,2.5,4.3,31.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Sanjay_Gandhi_Jaivik_Udyan.jpg/1200px-Sanjay_Gandhi_Jaivik_Udyan.jpg,,,,
Northern,Delhi,Delhi,Jantar Mantar,Observatory,2.0,4.2,15.0,Yes,https://upload.wikimedia.org/wikipedia/commons/b/b8/Jantar_Mantar%2C_New_Delhi_%28Misra_Yantra%29.jpg,,,,
Northern,Delhi,Delhi,Chandni Chowk,Market,3.0,4.2,1.0,Yes,"https://media.cnn.com/api/v1/images/stellar/prod/gurudwara-sis-ganj-and-the-golden-mosque-next-to-it.jpg?c=16x9&q=h_833,w_1480,c_fill",,,,
Northern,Delhi,Delhi,Agrasen ki Baoli,Stepwell,1.0,4.2,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg/800px-Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg,,,,
Southern,Karnataka,Bangalore,Bangalore Palace,Palace,2.0,4.2,511.0,Yes,https://upload.wikimedia.org/wikipedia/commons/8/8f/Bangalore_Mysore_Maharaja_Palace.jpg,,,,
Southern,Telangana,Hyderabad,Nehru Zoological Park,Zoo,3.0,4.2,51.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/51/16/34/nehru-zoological-park.jpg?w=1200&h=-1&s=1,,,,
Southern,Goa,Goa,Fort Aguada,Fort,1.5,4.2,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/a/ad/Fort_aguada.jpg,,,,
Southern,Goa,Goa,Chapora Fort,Fort,1.0,4.2,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/3/35/Fort_Chapora_26012016.jpg,,,,
Southern,Goa,Goa,Miramar Beach,Beach,1.5,4.2,1.0,Yes,https://www.beachblueproperties.com/wp-content/uploads/2024/03/miramar_beach_shutterstock-1350x900.jpg,,,,
Western,Maharastra,Alibaug,Alibaug Beach,Beach,1.5,4.2,1.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/46/6b/0a/alibaug.jpg?w=1200&h=-1&s=1,,,,
Northern,Uttarakhand,Nainital,Naini Lake,Lake,1.5,4.2,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg,,,,
Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,1.5,4.2,15.0,Yes,https://www.justahotels.com/wp-content/uploads/2024/03/kempty-falls-scaled.jpeg,,,,
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,2.0,4.2,151.0,Yes,https://upload.wikimedia.org/wikipedia/commons/d/d0/Oskanpur-2.jpg,,,,
Eastern,Odisha,Balasore,Chandipur Beach,Beach,1.5,4.2,1.0,Yes,https://static.toiimg.com/photo/47121490.cms,,,,
Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,1.0,4.2,1.0,No,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/13/4d/52/20171022120346-img-1018.jpg?w=1200&h=-1&s=1,,,,
Northern,Delhi,Delhi,Waste to Wonder Park,Theme Park,2.0,4.1,51.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/aa/20/2c/made-by-cupboard-sheets.jpg?w=1200&h=-1&s=1,,,,
Northern,Delhi,Delhi,Garden of Five Senses,Park,2.0,4.1,35.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/32/8b/e9/nipunsagarofficial-5.jpg?w=1200&h=-1&s=1,,,,
Southern,Telangana,Hyderabad,Lumbini Park,Park,1.0,4.1,21.0,Yes,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lumbini_Park%2C_Hyderabad.jpg,,,,
Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,3.0,4.1,2511.0,Yes,https://upload.wikimedia.org/wikipedia/commons/7/73/%E0%A6%87%E0%A6%A1%E0%A7%87%E0%A6%A8_%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8%E0%A7%87_%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%93_%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0_%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A6%BE_%E0%A7%AB.jpg,,,,
Southern,Karnataka,Coorg,Abbey Falls,Waterfall,1.0,4.1,1.0,No,https://upload.wikimedia.org/wikipedia/commons/7/7a/Abbey_Falls_New.jpg,,,,
Western,Maharastra,Nashik,Sula Vineyards,Vineyard,2.0,4.1,311.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/8e/3d/a-view-from-the-vineyards.jpg?w=1200&h=-1&s=1,,,,
Northern,Himachal Pradesh,Manali,Solang Valley,Valley,2.0,4.1,1.0,No,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b2/79/37/solang-valley-manali.jpg?w=1200&h=-1&s=1,,,,
Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1.0,4.1,21.0,Yes,https://upload.wikimedia.org/wikipedia/commons/7/74/Aligarh_fort%2C_Aligarh.jpg,,,,
Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,2.0,4.1,1.0,No,https://r2imghtlak.mmtcdn.com/r2-mmt-htl-image/htl-imgs/201301031541242571-104aecda4fbc11e9a5c70242ac110003.jpg,,,,
Central,Uttar Pradesh,Mathura,Nand Gaon,Village,1.0,4.1,1.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a5/1d/8d/nandgaon-temple.jpg?w=900&h=500&s=1,,,,
Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1.0,4.1,11.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/72/6e/a0/ooty-lake.jpg?w=1200&h=1200&s=1,,,,
North Eastern,Assam,Guwahati,Umananda Island,Island,1.0,4.1,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg,,,,
Southern,Puducherry,Auroville,Auroville,Township,2.0,4.1,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Auroville.JPG/1200px-Auroville.JPG,,,,
Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1.0,4.0,51.0,No,https://static.toiimg.com/photo/59142289.cms,,,,
Southern,Kerala,Kozhikode,Kozhikode Beach,Beach,1.5,3.9,1.0,Yes,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,,,,
Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1.0,3.9,51.0,No,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg/1200px-Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg,,,,
Eastern,Odisha,Chilika,Chilika Lake,Lake,2.0,3.9,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Birds_eyeview_of_Chilika_Lake.jpg/640px-Birds_eyeview_of_Chilika_Lake.jpg,,,,
Southern,Tamil Nadu,Chennai,Marina Beach,Beach,1.5,3.9,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/d/d9/Chennai_-_bird%27s-eye_view.jpg,,,,
Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,2.0,3.9,1.0,No,https://upload.wikimedia.org/wikipedia/commons/c/c4/Kodaikanal_lake.jpg,,,,
Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,2.0,3.8,51.0,Yes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ab/f4/les-sentiers.jpg?w=1200&h=-1&s=1,,,,
Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,5.0,3.8,1511.0,Yes,https://i.ytimg.com/vi/W_7-8Bx9_Wk/maxresdefault.jpg,,,,
Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,0.5,3.7,1.0,Yes,https://upload.wikimedia.org/wikipedia/commons/4/45/Magnetic_Hill%2C_Leh.jpg,,,,
Western,Maharastra,Lonavala,Imagicaa,Amusement Park,5.0,1.4,1149.0,No,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Adlabs_Imagica_2013_%2810364145606%29.jpg/1200px-Adlabs_Imagica_2013_%2810364145606%29.jpg,,,,
,,,,,,,,,,Delhi,flight,6000.0,1.0
,,,,,,,,,,Delhi,flight,6000.0,1.0
,,,,,,,,,,Delhi,flight,6000.0,1.0
,,,,,,,,,,Delhi,flight,6000.0,1.0
